"bodyid","X","Y","Z"
"859960201","17485","34090","12014"
"832357089","18182","31117","6955"
"829636950","16574","32032","9027"
"800212976","18917","32524","8633"
"800212579","19459","31854","7514"
"799868224","14841","31886","9824"
"799263200","16317","33689","12523"
"769605178","19712","32429","7515"
"769191110","16785","33471","11050"
"707509964","18094","32004","7799"
"675127699","16940","32919","10028"
"668967527","18374","32829","9031"
"613386220","16348","33445","11291"
"610321522","20784","31806","7622"
"582709537","19107","32781","8071"
"582027783","19119","32326","7630"
"578254032","16612","32497","9455"
"328935472","14743","32892","11743"
"703179848","30510","31451","20126"
"674195939","31408","32330","8084"
"673863199","26008","28444","21058"
"644161860","32114","32056","7808"
"549722579","23524","16288","18657"
"5813089803","33666","33050","11469"
"5813070070","32788","32534","9241"
"5813021138","33659","32563","10149"
"1605518663","32242","34477","21152"
"1543138040","31749","32315","8150"
"986974738","32952","32282","8739"
"864156049","33377","32065","8433"
"829697614","32596","31778","8002"
"826969429","32610","32257","8345"
"798684461","33262","32548","9998"
"730013818","32328","32559","8947"
"645897107","33234","32456","9502"
"643830129","33427","32779","10651"
"613126471","34082","33000","11740"
"1627030775","15669","34823","20654"
"576566223","17222","35320","20752"
"455155337","15016","34318","20130"
"5812980916","17099","35645","20325"
"1508934482","18110","34999","20910"
"1006876508","14748","33400","20406"
"976190756","14218","34249","18289"
"861937730","16673","35494","20541"
"861583205","19038","35986","21272"
"861242327","15953","35223","19783"
"830915321","18570","35160","20902"
"799521639","17718","35492","20526"
"737832306","18181","35646","20994"
"737824168","16695","35669","19619"
"392389970","15799","34955","20117"
"1191500957","27471","14555","17939"
"5813089157","24052","34024","21057"
"673776769","25022","33616","16245"
"699363923","25267","33067","16067"
"579648510","25318","32964","17834"
"484825371","25106","32385","16109"
"455154890","25605","31432","16606"
"421041565","25032","33494","17695"
"5813040766","25639","32057","15887"
"611452437","25476","31359","16179"
"5813015982","10638","29174","33820"
"5813013913","13142","29827","36074"
"2214504597","13178","29716","36460"
"2030342003","12558","29254","35386"
"1607155570","11572","28458","34270"
"1194070053","10856","29052","33958"
"1163713145","10804","28870","33998"
"1163367993","14596","26600","30960"
"885788485","13220","28840","37230"
"5813056323","10652","27291","35607"
"5813032740","13162","30934","35066"
"5813021911","13072","30584","36482"
"5813020138","13228","30306","35702"
"2214846055","12062","29244","35506"
"1573741727","12148","30442","34428"
"1440645010","11003","28947","35001"
"1437618127","14233","28571","32393"
"1069223047","10289","29305","34687"
"1006854683","13044","29127","37263"
"973765182","12694","27890","37215"
"916828438","12666","28992","35694"
"915451074","12709","28427","36848"
"853726809","12278","29048","34922"
"579912201","14840","27217","31458"
"5901227188","12654","28848","35123"
"5901193401","13462","30726","35504"
"5813085202","12936","30238","34216"
"5813047516","11236","29006","34858"
"5813024368","12999","29462","33679"
"5813001021","10010","14689","16789"
"5812996662","10918","27288","35444"
"5812993826","11760","28962","35014"
"5812991267","10746","28238","34464"
"5812989040","11500","28442","34470"
"5812982002","10738","27780","34376"
"2220683147","15564","23394","31132"
"2219996710","14020","28042","32640"
"2219650933","14933.3","24087.3","30321.3"
"2215182366","13218","29736","36624"
"2094817209","13276","29410","33648"
"2093097881","13272","30501","35298"
"2092088345","11550","28238","35946"
"2091742192","12104","29641","34067"
"2067886800","10634","27606","34416"
"2067847820","10982","28886","34068"
"2036510940","10632","27534","34574"
"2030031730","10706","29216","33854"
"2004802395","14094","17370","31654"
"1996288833","23836","12956","27262"
"1973418935","16664","25142","16134"
"1967577324","11480","28716","35118"
"1934910491","12918","29626","34587"
"1906535339","10862","28848","33980"
"1852006949","10660","27482","34684"
"1813089300","10736","29308","33866"
"1786539227","14683","25218","29250"
"1754485599","11088","27722","34528"
"1754420857","10612","28120","34242"
"1753523046","10768","28674","34034"
"1751361048","10716","28786","33960"
"1721369735","11010","29506","33914"
"1714938029","12844","29464","34716"
"1667510705","15032.2","24861.6","29656.2"
"1603054747","13282","28939","33543"
"1560139086","11350","29296","34998"
"1512686574","11000","29570","33888"
"1512000006","10748","28270","34466"
"1448924172","11600","27691","35349"
"1441659409","10896","27614","34759"
"1441331113","10592","27378","34864"
"1381397983","26948","17962","16748"
"1347880228","11411","28879","34898"
"1224069760","9862","14928","18830"
"1162534149","18536","21380","19290"
"1136852717","24200","20580","24882"
"1004804445","12754","16986","30512"
"851374345","12154","17174","28712"
"760522417","12888","29525","35072"
"5813098364","11215","28849","34302"
"5813081799","10720","28642","35720"
"5813015110","10793","28015","35663"
"5812992888","12839","30134","36282"
"2219656107","11745","29161","35145"
"2184148337","12798","30030","34804"
"2184147734","11252","28492","35856"
"2155505207","9508","29465","34597"
"2091078020","11563","27621","36256"
"2060708337","12319","29217","36127"
"1847979455","13909","30455","32968"
"1746952120","10831","27661","35256"
"1654879954","14609","27887","31186"
"1626512826","11912","30077","33861"
"1565569898","11130","28010","34734"
"1346900360","10093","28437","34622"
"1325133618","13209","31894","28146"
"1222104921","11131","29478","34273"
"1192006543","11560","29405","34759"
"1129937412","12837","29331","36587"
"1100381898","12174","28360","34900"
"1097917043","12955","28818","37490"
"974456295","11454","28936","35480"
"793815358","10884","26987","35067"
"5813090649","10630","27382","34448"
"5813068801","12723","29529","34906"
"5813068148","13206","30054","36252"
"5813068008","10661","28330","35443"
"5813055222","10630","27384","34780"
"5813054613","10708","27626","34418"
"5813033869","12043","28484","34383"
"5813022631","13226","28994","37120"
"5812993402","12040","29441","34297"
"5812991215","10716","28110","34260"
"1933892078","13300","31012","34212"
"1904816913","12112","29442","34374"
"1812069664","9708","15684","25470"
"1778311161","12522","28248","34060"
"1750669238","13188","30086","36232"
"1716249528","13151","30473","34942"
"1698905428","11302","29668","33986"
"1652526705","12922","29650","35024"
"1634088865","11006","29456","33936"
"1633747719","10636","27376","34570"
"1633747617","11056","30698","33500"
"1574752002","10924","29498","33858"
"1535144397","14764","23462","30166"
"1528395505","19451","11574","27996"
"1499048899","10646","28090","34324"
"1497697134","10588","27512","34466"
"1448587060","11474","29576","34048"
"1448578991","11342","28730","34794"
"1254931072","20836","17383","28404"
"1200554295","9304","27072","20974"
"1166545210","24398","19738","24542"
"1135169386","10698","27704","34352"
"1134819586","10670","27544","34622"
"977205675","14802","25848","30686"
"5901215422","13033","30555","33298"
"5901212200","12512","29106","34664"
"5813067970","12013","28977","34401"
"5813053923","9917","26532","34532"
"5813042961","12656","29834","35460"
"5813040309","7646","31002","31986"
"5813039148","15253","26627","30880"
"5813024846","12348","30225","34971"
"5813023983","12524","29490","34330"
"5813022702","13070","30223","36929"
"5813001939","13070","31578","35270"
"2215187378","12728","29011","36946"
"2122073810","12861","30382","35938"
"1883042152","7623","30839","32677"
"1874467647","11692","28703","34856"
"1870767995","12906","30411","35270"
"1839776786","11568","26913","35359"
"1809372805","10778","25500","35122"
"1782027670","11990","27917","36226"
"1778018067","11644","28730","34608"
"1756881825","11446","27174","35999"
"1745942599","14172","29244","32888"
"1725838071","9522","27232","34665"
"1697859822","10699","26694","35691"
"1685586866","11407","28421","35610"
"1664782583","9164","28144","34384"
"1664127054","12202","29582","35098"
"1654880497","12066","28757","35756"
"1654543355","11414","27967","35793"
"1636825663","12487","29604","36070"
"1635112344","11153","26997","36162"
"1621806893","13696","29648","33190"
"1606503024","10170","25918","34684"
"1603054520","11230","27516","35768"
"1590802200","12749","30037","34136"
"1566618339","12104","28132","35412"
"1560449415","15234","27716","31798"
"1541277224","12313","30196","33694"
"1511995143","8806","28067","34764"
"1387527258","11931","28005","36580"
"1346560069","13143","30810","35797"
"1325799415","13039","29667","37090"
"1313849969","13458","31561","35785"
"1222195226","11293","26157","35697"
"1200977875","11114","27858","36098"
"1169600852","12374","28421","36355"
"1107441034","10182","27861","34620"
"770249286","11977","27561","35830"
"915549815","31028","13376","24656"
"5813055903","8917","26127","34289"
"5813013207","6884","26923","30999"
"1289190689","6654","27361","30853"
"1068523766","5989","27217","29468"
"1041253084","5955","27322","30678"
"946081491","5884","27779","30932"
"919185724","7020","26484","31092"
"917450071","6039","28639","31538"
"915724147","6234","28147","30774"
"914026662","5938","27773","31363"
"913341672","5661","27308","29628"
"883338122","6621","26992","30406"
"883018168","6295","27832","29828"
"882987799","6829","27377","31689"
"857455968","6184","26950","30635"
"855439675","6055","27664","29306"
"855384597","6077","27378","30377"
"854680421","5806","26744","29628"
"824380581","6882","28366","33177"
"823999645","6186","27392","29888"
"820563959","6846","26480","30715"
"789588935","6426","27733","30371"
"698888718","6014","28702","31974"
"638178497","6900","27327","32722"
"578474907","6533","27739","31201"
"517445395","6802","27298","31334"
"1107146865","6578","27498","32680"
"1355750084","4764","30978","30064"
"1353031856","7465","27606","33828"
"1198576311","5743","28953","33145"
"609855276","3806","29918","30397"
"573090850","6832","28664","32048"
"5901194603","5988","28804","33652"
"5813054317","5976","28682","33696"
"5813053863","34388","25162","16662"
"2251662029","34332","24674","16968"
"2227740774","34368","24182","17078"
"1851614730","34408","25052","16802"
"1820561194","33428","23862","17214"
"1632639000","6086","28422","33676"
"1604698471","5234","29328","32300"
"1511593574","34402","25196","16954"
"1480170126","5211","29412","31658"
"1447815025","6020","28676","33678"
"1417789519","6604","27476","32624"
"1417120952","5410","28628","32482"
"1387774133","6014","28612","33702"
"1386780716","33437","23871","17277"
"1386780502","34414","25020","17000"
"1260914538","6570","27728","33924"
"1230569974","6506","28518","32648"
"1200584107","34412","25044","16850"
"1200247508","34206","24462","16974"
"1199872316","5988","28718","33482"
"1199573657","5600","28608","32522"
"1169562518","5018","29466","31908"
"1167878646","34414","24790","16944"
"1105839127","34402","24792","16728"
"1105502287","5202","28780","32678"
"1074484603","34410","24894","16806"
"1074480375","6440","27630","33874"
"1074476096","34392","24728","16846"
"1074147610","34416","24676","16870"
"828800065","34414","24600","17242"
"5901218998","4992","31318","28880"
"5901214683","6159","28827","33079"
"5813070954","6366","28092","33259"
"5813070613","4667","30188","30427"
"5813069140","6798","28358","33874"
"5813058410","5683","28208","31572"
"5813048693","6403","28072","32731"
"5813048692","6133","28490","32434"
"5813041301","5874","27666","32078"
"5813038104","6252","28382","30255"
"5813037826","4404","29706","30638"
"5813035420","5495","31060","31131"
"5813023015","5004","30510","29954"
"5813015174","5517","30108","31195"
"5812995931","5376","28692","29235"
"5812990819","5470","29280","31946"
"5812987231","5212","28418","29393"
"5812980825","5730","28837","33402"
"2349505897","6867","27900","33523"
"1946759931","4640","31108","29246"
"1944705325","5521","29509","31326"
"1916727506","4137","30729","30054"
"1914331248","4942","29046","31938"
"1912306658","6501","28123","33771"
"1854031434","5163","28945","30928"
"1822978855","4749","31071","30959"
"1820233780","4856","29521","31088"
